timestamp_utc,device_index,device_class,controller_role,position_x,position_y,position_z,rotation_w,rotation_x,rotation_y,rotation_z,pose_valid,tracking_result
2026-01-11T00:27:15.5690690Z,0,HMD,Hmd,-0.645763993,2.72512579,-2.8443532,0.689597726,-0.0167384446,0.721390128,-0.0614101887,true,Running_OK
2026-01-11T00:27:15.5690690Z,1,Controller,LeftHand,-0.823097289,2.54001617,-2.67529726,0.756010294,0.146398172,0.36415261,-0.523840368,true,Running_OK
2026-01-11T00:27:15.5690690Z,2,Controller,RightHand,-0.832723379,2.46665716,-2.51267815,0.614113033,-0.598440051,0.270296514,-0.437806278,true,Running_OK
2026-01-11T00:27:15.5796319Z,0,HMD,Hmd,-0.645236969,2.72516966,-2.84365273,0.688097239,-0.0157104377,0.722881496,-0.0609741621,true,Running_OK
2026-01-11T00:27:15.5796319Z,1,Controller,LeftHand,-0.821998179,2.53914595,-2.66897368,0.753030777,0.143349096,0.372555047,-0.523066461,true,Running_OK
2026-01-11T00:27:15.5796319Z,2,Controller,RightHand,-0.824080825,2.46989393,-2.51282144,0.611272812,-0.602404475,0.278865665,-0.430915654,true,Running_OK
2026-01-11T00:27:15.5907429Z,0,HMD,Hmd,-0.644554615,2.72522497,-2.84281492,0.686557353,-0.0147480574,0.724388242,-0.0606886633,true,Running_OK
2026-01-11T00:27:15.5907429Z,1,Controller,LeftHand,-0.821240127,2.5387013,-2.6637907,0.750568628,0.140596628,0.37823683,-0.523274481,true,Running_OK
2026-01-11T00:27:15.5907429Z,2,Controller,RightHand,-0.818908632,2.46856356,-2.50595474,0.609565437,-0.605725944,0.285656065,-0.424177736,true,Running_OK
2026-01-11T00:27:15.6018558Z,0,HMD,Hmd,-0.64444232,2.72549915,-2.8424387,0.68527174,-0.0139769977,0.725631177,-0.0605547242,true,Running_OK
2026-01-11T00:27:15.6018558Z,1,Controller,LeftHand,-0.820012808,2.53800988,-2.65604639,0.746701539,0.136163622,0.386135221,-0.524209857,true,Running_OK
2026-01-11T00:27:15.6018558Z,2,Controller,RightHand,-0.813542902,2.46711445,-2.49924636,0.607939601,-0.608369708,0.291815519,-0.418496609,true,Running_OK
2026-01-11T00:27:15.6129648Z,0,HMD,Hmd,-0.643694997,2.72566891,-2.8414793,0.683557093,-0.0130349612,0.727270484,-0.0604789034,true,Running_OK
2026-01-11T00:27:15.6129648Z,1,Controller,LeftHand,-0.818346024,2.53701997,-2.64915872,0.742624342,0.132155865,0.39343676,-0.525596201,true,Running_OK
2026-01-11T00:27:15.6129648Z,2,Controller,RightHand,-0.806216121,2.47042704,-2.50099134,0.605714381,-0.611200988,0.294596732,-0.415640235,true,Running_OK
2026-01-11T00:27:15.6240757Z,0,HMD,Hmd,-0.642931461,2.72583818,-2.8405571,0.682063103,-0.0121445954,0.728694022,-0.0603940934,true,Running_OK
2026-01-11T00:27:15.6240757Z,1,Controller,LeftHand,-0.816623747,2.53624058,-2.64158535,0.738616168,0.128554866,0.400306582,-0.526948333,true,Running_OK
2026-01-11T00:27:15.6240757Z,2,Controller,RightHand,-0.800571203,2.46906209,-2.49507737,0.604337931,-0.613721609,0.299785465,-0.410183161,true,Running_OK
2026-01-11T00:27:15.6351879Z,0,HMD,Hmd,-0.642125607,2.7259922,-2.83958769,0.680487335,-0.011142794,0.730195582,-0.0602272414,true,Running_OK
2026-01-11T00:27:15.6351879Z,1,Controller,LeftHand,-0.815382779,2.53575873,-2.63658929,0.736016512,0.126589686,0.404942185,-0.527519345,true,Running_OK
2026-01-11T00:27:15.6351879Z,2,Controller,RightHand,-0.794904113,2.46751833,-2.48939872,0.603048146,-0.6164065,0.304818422,-0.404304177,true,Running_OK
2026-01-11T00:27:15.6462963Z,0,HMD,Hmd,-0.64124763,2.72614145,-2.83838892,0.67853564,-0.00970125291,0.732057095,-0.0598989725,true,Running_OK
2026-01-11T00:27:15.6462963Z,1,Controller,LeftHand,-0.813411891,2.53505015,-2.6292212,0.732307613,0.123522148,0.412108779,-0.527858257,true,Running_OK
2026-01-11T00:27:15.6462963Z,2,Controller,RightHand,-0.789281607,2.46587944,-2.48408794,0.602067888,-0.618799448,0.309332341,-0.398641318,true,Running_OK
2026-01-11T00:27:15.6574120Z,0,HMD,Hmd,-0.64038372,2.7262516,-2.83723545,0.67679745,-0.00827731472,0.733727634,-0.0593330078,true,Running_OK
2026-01-11T00:27:15.6574120Z,1,Controller,LeftHand,-0.811192989,2.53378963,-2.62299132,0.728685379,0.120270245,0.419067472,-0.528143108,true,Running_OK
2026-01-11T00:27:15.6574120Z,2,Controller,RightHand,-0.782744825,2.46513653,-2.4805944,0.601025283,-0.621167004,0.314099938,-0.392761499,true,Running_OK
2026-01-11T00:27:15.6685221Z,0,HMD,Hmd,-0.639227986,2.72636366,-2.83579922,0.674617052,-0.00650424138,0.73583281,-0.0583084747,true,Running_OK
2026-01-11T00:27:15.6685221Z,1,Controller,LeftHand,-0.808986187,2.53298163,-2.61630821,0.725229561,0.116534546,0.425806999,-0.528346539,true,Running_OK
2026-01-11T00:27:15.6685221Z,2,Controller,RightHand,-0.779056907,2.4641068,-2.47743011,0.600592613,-0.622235298,0.317210555,-0.389216214,true,Running_OK
2026-01-11T00:27:15.6796361Z,0,HMD,Hmd,-0.63898778,2.72642851,-2.83477259,0.672770381,-0.0049694865,0.737613916,-0.0572779849,true,Running_OK
2026-01-11T00:27:15.6796361Z,1,Controller,LeftHand,-0.807066083,2.53233171,-2.61105585,0.722394228,0.113758549,0.430735618,-0.52884084,true,Running_OK
2026-01-11T00:27:15.6796361Z,2,Controller,RightHand,-0.774556577,2.46282673,-2.47368288,0.599917173,-0.623831153,0.321150213,-0.384443283,true,Running_OK
2026-01-11T00:27:15.6907423Z,0,HMD,Hmd,-0.637919545,2.72655869,-2.8333869,0.670726299,-0.00337433536,0.73958385,-0.055951979,true,Running_OK
2026-01-11T00:27:15.6907423Z,1,Controller,LeftHand,-0.805085719,2.53171945,-2.60606289,0.71964556,0.111314192,0.435072869,-0.529557467,true,Running_OK
2026-01-11T00:27:15.6907423Z,2,Controller,RightHand,-0.771284044,2.46130466,-2.46834421,0.599812806,-0.625650406,0.324204355,-0.379048914,true,Running_OK
